relative_path,major,path_category,category,factory,kind,action,file_size,modified_at,reason,absolute_path
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/安规/PNT-HF20AP6008LSR.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,certificate-report,create,2792296,2020-05-15T05:46:04.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/安规/PNT-HF20AP6008LSR.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/证书/PNT-HF20AP6008LSR-V1.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,certificate-report,create,737329,2020-05-15T08:36:36.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/证书/PNT-HF20AP6008LSR-V1.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/证书/PNT-HF20AP6010LER-V1.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,certificate-report,create,737404,2020-06-11T07:02:48.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/证书/PNT-HF20AP6010LER-V1.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/EMC/PNT-HF20MA6010LER工矿灯 EMC报告.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,certificate-report,create,3686908,2020-05-14T03:32:32.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/EMC/PNT-HF20MA6010LER工矿灯 EMC报告.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/ROHS/PNT-HF20MA6012LRR 工矿灯 RoHS2.0测试报告.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,certificate-report,create,2075528,2020-05-13T07:03:08.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/工矿灯正本证书/工矿灯正本证书/ROHS/PNT-HF20MA6012LRR 工矿灯 RoHS2.0测试报告.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/投光灯/FV Flood Spec.2021 neutral.pdf,户外照明 工业照明,户外工厂,投光灯,工矿灯-隆景,spec,create,23926042,2022-04-02T06:02:38.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/投光灯/FV Flood Spec.2021 neutral.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/投光灯/FY Flood Spec.2021 neutral.pdf,户外照明 工业照明,户外工厂,投光灯,工矿灯-隆景,spec,create,6273776,2022-04-02T06:03:14.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/投光灯/FY Flood Spec.2021 neutral.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/FV Flood Spec.2021 neutral.pdf,户外照明 工业照明,户外工厂,投光灯,工矿灯-隆景,spec,create,23926042,2022-04-02T06:02:36.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/FV Flood Spec.2021 neutral.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/FY Flood Spec.2021 neutral.pdf,户外照明 工业照明,户外工厂,投光灯,工矿灯-隆景,spec,create,6273776,2022-04-02T06:03:12.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/FY Flood Spec.2021 neutral.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/HS/HS UFO DATASHEET 2022.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,spec,create,21741717,2022-09-20T02:55:14.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/HS/HS UFO DATASHEET 2022.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/HV e-catalogue.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,catalog,create,16465278,2022-04-02T06:03:06.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/隆景 高清照片视频/HV e-catalogue.pdf
户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/LED Highbay HY Series Quotation - Welfull/HY e-catalogue.pdf,户外照明 工业照明,户外工厂,Highbay,工矿灯-隆景,quotation,create,5091476,2022-04-06T09:21:18.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/工矿灯-隆景/其余产品资料/LED Highbay HY Series Quotation - Welfull/HY e-catalogue.pdf
户外照明 工业照明/户外工厂/花牌/市电英文2025-10-12不带价压缩.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,花牌,other,create,8527668,2025-11-05T08:10:55.300Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/市电英文2025-10-12不带价压缩.pdf
户外照明 工业照明/户外工厂/花牌/太阳能分体路灯英文2025-10-12压缩.pdf,户外照明 工业照明,户外工厂,路灯,花牌,other,create,5868095,2025-11-05T08:10:54.120Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/太阳能分体路灯英文2025-10-12压缩.pdf
户外照明 工业照明/户外工厂/花牌/太阳能其他路灯英文2025-10-12压缩.pdf,户外照明 工业照明,户外工厂,路灯,花牌,other,create,7549334,2025-11-05T08:10:46.780Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/太阳能其他路灯英文2025-10-12压缩.pdf
户外照明 工业照明/户外工厂/花牌/太阳能投光灯英文2025-10-12压缩.pdf,户外照明 工业照明,户外工厂,投光灯,花牌,other,create,18675505,2025-11-05T08:10:50.420Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/太阳能投光灯英文2025-10-12压缩.pdf
户外照明 工业照明/户外工厂/花牌/太阳能系列2026-4-15.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,花牌,other,create,19533488,2026-05-11T09:50:17.880Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/太阳能系列2026-4-15.pdf
户外照明 工业照明/户外工厂/花牌/太阳能一体路灯英文2025-10-12压缩.pdf,户外照明 工业照明,户外工厂,路灯,花牌,other,create,12317632,2025-11-05T09:50:14.350Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/太阳能一体路灯英文2025-10-12压缩.pdf
户外照明 工业照明/户外工厂/花牌/all in one solar street light.pdf,户外照明 工业照明,户外工厂,路灯,花牌,other,create,12514280,2026-03-26T13:16:47.030Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/all in one solar street light.pdf
户外照明 工业照明/户外工厂/花牌/split model solar street light .pdf,户外照明 工业照明,户外工厂,路灯,花牌,other,create,5891157,2026-03-26T13:18:08.300Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/花牌/split model solar street light .pdf
户外照明 工业照明/户外工厂/凯晟德/2023年9月/KCD-TG-01quotation 20230911更Ari.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,quotation,create,659446,2023-09-13T05:50:01.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/2023年9月/KCD-TG-01quotation 20230911更Ari.pdf
户外照明 工业照明/户外工厂/凯晟德/202410/KCD Lighting Catalog 2024 NewIII.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,44915364,2025-01-22T01:41:44.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202410/KCD Lighting Catalog 2024 NewIII.pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/Datasheet SL-S-K (TR-R1).pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,spec,create,8471420,2026-05-18T08:42:21.730Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/Datasheet SL-S-K (TR-R1).pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/300/300W.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,other,create,6800926,2026-05-15T05:54:31.130Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/300/300W.pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-100尺寸图-260330.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,other,create,275850,2026-04-04T05:11:54.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-100尺寸图-260330.pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-200尺寸图-260330.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,other,create,374957,2026-04-04T05:12:06.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-200尺寸图-260330.pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-300尺寸图-260330.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,other,create,402825,2026-04-04T05:12:15.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-300尺寸图-260330.pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-400尺寸图-260330.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,other,create,419409,2026-04-04T05:12:27.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-400尺寸图-260330.pdf
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-500尺寸图-260330.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,other,create,468305,2026-04-04T05:12:36.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR-R1透镜/TR-R1-500尺寸图-260330.pdf
户外照明 工业照明/户外工厂/凯晟德/规格书/TR86 Technical Data.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,spec,create,2430468,2023-05-17T09:22:54.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/规格书/TR86 Technical Data.pdf
户外照明 工业照明/户外工厂/凯晟德/规格书/Wellux SL-FB technical sheet.pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,spec,create,4437295,2023-05-11T08:31:44.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/规格书/Wellux SL-FB technical sheet.pdf
户外照明 工业照明/户外工厂/凯晟德/画册/-书籍_凯晟德202402目录书 -.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,35430988,2024-03-13T05:28:45.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/-书籍_凯晟德202402目录书 -.pdf
户外照明 工业照明/户外工厂/凯晟德/画册/2023-Ⅱ 目录书 -e电子版.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,52073421,2023-09-22T06:40:21.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/2023-Ⅱ 目录书 -e电子版.pdf
户外照明 工业照明/户外工厂/凯晟德/画册/2025目录书-1. 2504pdf.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,67532344,2025-04-07T14:47:30.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/2025目录书-1. 2504pdf.pdf
户外照明 工业照明/户外工厂/凯晟德/画册/2025目录书-1. 2504pdf/new ~ solar street light catalogue .pdf,户外照明 工业照明,户外工厂,路灯,凯晟德,catalog,create,15076652,2026-03-26T13:26:47.760Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/2025目录书-1. 2504pdf/new ~ solar street light catalogue .pdf
户外照明 工业照明/户外工厂/凯晟德/画册/2025年画册，更新 风扇灯.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,65798274,2025-04-07T14:47:08.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/2025年画册，更新 风扇灯.pdf
户外照明 工业照明/户外工厂/凯晟德/画册/KCD CATALOGUE 2026-I.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,67280339,2026-04-30T03:15:37.780Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/KCD CATALOGUE 2026-I.pdf
户外照明 工业照明/户外工厂/凯晟德/画册/KCD Lighting Catalog 2024.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,凯晟德,catalog,create,42588406,2024-01-31T03:03:11.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/凯晟德/画册/KCD Lighting Catalog 2024.pdf
户外照明 工业照明/户外工厂/绿晟/（已压缩.终) NEW ARRIVALS CATALOG.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,绿晟,catalog,create,7196701,2024-03-06T08:04:28.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/绿晟/（已压缩.终) NEW ARRIVALS CATALOG.pdf
户外照明 工业照明/户外工厂/绿晟/Luxson Catalogue 2023 small.pdf,户外照明 工业照明,户外工厂,户外工厂-未判定,绿晟,catalog,create,5532443,2024-03-06T08:06:36.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/户外照明 工业照明/户外工厂/绿晟/Luxson Catalogue 2023 small.pdf
